8/28/2019 1:56:00 PM - *****************FollowUpService - FollowUpProc Starts**************
8/28/2019 1:56:01 PM - Please wait ..fetching policy list from database
8/28/2019 1:56:04 PM - Policy list found from database, count: 104235
8/28/2019 1:56:06 PM - Policy ID starting: 33606a1b-fb91-4510-a00a-68dfa82d7b5a
8/28/2019 1:56:07 PM - Follow up running  for Policy number: 35102
8/28/2019 1:56:12 PM - Details fetching for policyID: 33606a1b-fb91-4510-a00a-68dfa82d7b5a
8/28/2019 1:56:14 PM - PolicyID: 33606a1b-fb91-4510-a00a-68dfa82d7b5a, _MasterPolicyMode : Monthly
8/28/2019 1:56:15 PM - PolicyID: 33606a1b-fb91-4510-a00a-68dfa82d7b5a, Last follow up runs updated
8/28/2019 1:56:17 PM - PolicyID: 33606a1b-fb91-4510-a00a-68dfa82d7b5a, FollowupDate range found as: {FromDate=}{Paymentmode=Monthly}{ToDate=5/31/2019 12:00:00 AM}
8/28/2019 1:56:19 PM - PolicyID: 33606a1b-fb91-4510-a00a-68dfa82d7b5a, No Advance date range found   
8/28/2019 1:56:22 PM - PolicyID: 33606a1b-fb91-4510-a00a-68dfa82d7b5a, _AllPaymentEntriesOnPolicyFormissing.Count  0 
8/28/2019 1:56:24 PM - PolicyID: 33606a1b-fb91-4510-a00a-68dfa82d7b5a, IsTrackPayment true 
8/28/2019 1:57:00 PM - Policy ID starting: c1302a4a-67e0-4198-b997-49c8555e3fa5
8/28/2019 1:57:00 PM - Follow up running  for Policy number: GLUG-01681
8/28/2019 1:57:00 PM - Details fetching for policyID: c1302a4a-67e0-4198-b997-49c8555e3fa5
8/28/2019 1:57:00 PM - PolicyID: c1302a4a-67e0-4198-b997-49c8555e3fa5, _MasterPolicyMode : Monthly
8/28/2019 1:57:00 PM - PolicyID: c1302a4a-67e0-4198-b997-49c8555e3fa5, Last follow up runs updated
8/28/2019 1:57:00 PM - PolicyID: c1302a4a-67e0-4198-b997-49c8555e3fa5, FollowupDate range found as: {FromDate=5/1/2016 12:00:00 AM}{Paymentmode=Monthly}{ToDate=5/31/2019 12:00:00 AM}
8/28/2019 1:57:00 PM - PolicyID: c1302a4a-67e0-4198-b997-49c8555e3fa5, Advance date range found as: 
8/28/2019 1:57:00 PM - PolicyID: c1302a4a-67e0-4198-b997-49c8555e3fa5, _AllPaymentEntriesOnPolicyFormissing.Count  0 
8/28/2019 1:57:00 PM - PolicyID: c1302a4a-67e0-4198-b997-49c8555e3fa5, IsTrackPayment true 
8/28/2019 1:57:00 PM - PolicyID: c1302a4a-67e0-4198-b997-49c8555e3fa5, DateRangeForMissingLst calculated successfully
8/28/2019 1:57:00 PM - PolicyID: c1302a4a-67e0-4198-b997-49c8555e3fa5, FollowupIssueLst count: 0
8/28/2019 1:57:00 PM - PolicyID: c1302a4a-67e0-4198-b997-49c8555e3fa5, Processing starts for  _DateRangeForMissingLst
8/28/2019 1:57:00 PM - PolicyID: c1302a4a-67e0-4198-b997-49c8555e3fa5, _PolicyPaymentEntriesFormissing.Count: 0
8/28/2019 1:57:00 PM - PolicyID: c1302a4a-67e0-4198-b997-49c8555e3fa5, Rflag: False
8/28/2019 1:57:00 PM - PolicyID: c1302a4a-67e0-4198-b997-49c8555e3fa5, FollowupIssueLst calculating 
8/28/2019 1:57:00 PM - PolicyID: c1302a4a-67e0-4198-b997-49c8555e3fa5, FollowupIssueLst calculated 
8/28/2019 1:57:00 PM - PolicyID: c1302a4a-67e0-4198-b997-49c8555e3fa5, issfolllst calculated 
